id,nombre,cargo,grupo,nucleo,nivel_riesgo,nivel_influencia,avatar_local,iniciales,descripcion,fuente_nombre,fuente_url,fecha_corte,fractura_nivel,fractura_motivo,op_politica,cap_conciliadora,com_conectiva,legitimidad,resiliencia,foda_fortalezas,foda_oportunidades,foda_debilidades,foda_amenazas
snte,Sindicato Nacional de Trabajadores de la Educación (SNTE),Sindicato magisterial mayoritario,Sheinbaum,,bajo,7,,SN,"Sindicato mayoritario y legalmente reconocido del magisterio mexicano. Secretario general: Alfonso Cepeda Salas, también senador por Morena. Se ha distanciado públicamente de la CNTE, rechazando bloqueos y presión violenta como método.",El Siglo de Torreón / Excélsior,https://www.elsiglodetorreon.com.mx/noticia/2026/snte-pone-distancia-con-la-cnte-rechazan-violencia-y-extorsion-para-lograr-conquistas-magisteriales.html,2026-08-31,,,,,,,,,,,
morena_partido,Morena (partido político),Partido en el gobierno federal,Sheinbaum,,bajo,10,,MO,"Movimiento de Regeneración Nacional, fundado por AMLO en 2011-2014. Presidenta nacional: Ariadna Montiel. Más de 12 millones de militantes registrados en 2026. Partido en el gobierno federal desde 2018, con mayoría en el Congreso.",Wikipedia / El Universal,https://es.wikipedia.org/wiki/Morena_(partido_pol%C3%ADtico),2026-08-31,,,,,,,,,,,
pan_partido,Partido Acción Nacional (PAN),Principal partido de oposición,Oposición,,bajo,7,,PN,"Partido de oposición de centro-derecha. Presidente nacional: Jorge Romero Herrera. De cara a 2027 ha decidido competir en solitario, sin coalición con PRI o MC, aunque no descarta acuerdos estatales caso por caso.",El Universal / Infobae,https://www.infobae.com/mexico/2026/08/27/alito-moreno-presiona-por-una-coalicion-con-pan-y-mc-que-ninguno-quiere-firmar/,2026-08-31,,,,,,,,,,,
pri_partido,Partido Revolucionario Institucional (PRI),Partido de oposición,Oposición,,bajo,5,,PR,"Ex-partido hegemónico, hoy en oposición con militancia en fuerte declive. Dirigente nacional: Alejandro 'Alito' Moreno Cárdenas, quien impulsa un 'frente amplio' opositor con PAN y MC de cara a 2027, sin éxito hasta agosto 2026.",Infobae,https://www.infobae.com/mexico/2026/08/27/alito-moreno-presiona-por-una-coalicion-con-pan-y-mc-que-ninguno-quiere-firmar/,2026-08-31,,,,,,,,,,,
pt_partido,Partido del Trabajo (PT),Partido aliado de Morena,Sheinbaum,,bajo,4,,PT,"Partido aliado de Morena desde 2018. Dirigente nacional: Alberto Anaya. Confirmó en mayo 2026 coalición con Morena y PVEM para las elecciones de 2027.",N+ Noticias,https://www.nmas.com.mx/nacional/politica/morena-pt-y-pvem-contenderan-en-coalicion-para-elecciones-de-2027/,2026-08-31,,,,,,,,,,,
mc_partido,Movimiento Ciudadano (MC),Partido de oposición,Oposición,,bajo,6,,MC,"Partido de oposición emergente, con crecimiento reciente en algunos estados. Líder: Dante Delgado. Ha decidido competir en solitario en 2027, sin sumarse a la coalición opositora que impulsa el PRI.",Quadratín México,https://mexico.quadratin.com.mx/para-contar-61/,2026-08-31,,,,,,,,,,,
pvem_partido,Partido Verde Ecologista de México (PVEM),Partido aliado de Morena,Sheinbaum,,bajo,4,,PV,"Partido aliado de Morena y PT. Dirigente nacional: Karen Castrejón. Confirmó coalición con Morena y PT para 2027; evalúa caso por caso su participación en alianzas locales como la de la Ciudad de México.",N+ Noticias / El Universal,https://www.nmas.com.mx/nacional/politica/morena-pt-y-pvem-contenderan-en-coalicion-para-elecciones-de-2027/,2026-08-31,,,,,,,,,,,
eduardo_ramirez_chiapas,Eduardo Ramírez Aguilar,Gobernador de Chiapas,Sheinbaum,,bajo,4,,ER,"Gobernador de Chiapas desde diciembre 2024, Morena. Expresidente de la Mesa Directiva del Senado (2020-2021).",Wikipedia,https://en.wikipedia.org/wiki/Eduardo_Ram%C3%ADrez_Aguilar,2026-08-31,,,,,,,,,,,
indira_vizcaino,Indira Vizcaíno Silva,Gobernadora de Colima,Sheinbaum,,bajo,3,,IV,"Gobernadora de Colima desde 2021, Morena. Primera mujer en gobernar el estado.",Wikipedia / Campaigns and Elections México,https://ceonline.com.mx/post/74-ranking-de-gobernadores-capacidad-2026-05/,2026-08-31,,,,,,,,,,,
delfina_gomez,Delfina Gómez Álvarez,Gobernadora del Estado de México,Sheinbaum,,bajo,7,,DG,"Gobernadora del Estado de México desde 2023, Morena. Exsecretaria de Educación Pública federal. Primera mujer en gobernar el Edomex.",Wikipedia,https://es.wikipedia.org/wiki/Anexo:Gobernantes_de_las_entidades_federativas_de_M%C3%A9xico,2026-08-31,,,,,,,,,,,
julio_menchaca,Julio Ramón Menchaca Salazar,Gobernador de Hidalgo,Sheinbaum,,bajo,3,,JM,"Gobernador de Hidalgo desde 2022, Morena.",ClaroSports,https://www.clarosports.com/actualidad/quienes-son-los-gobernadores-de-mexico-lista-completa-por-estado-y-partido-para-2025/,2026-08-31,,,,,,,,,,,
alfredo_ramirez_bedolla,Alfredo Ramírez Bedolla,Gobernador de Michoacán,Sheinbaum,,medio,5,,AR,"Gobernador de Michoacán desde 2021, Morena. Estado con fuerte presencia de crimen organizado y tensión de seguridad.",ClaroSports,https://www.clarosports.com/actualidad/quienes-son-los-gobernadores-de-mexico-lista-completa-por-estado-y-partido-para-2025/,2026-08-31,,,,,,,,,,,
margarita_gonzalez_saravia,Margarita González Saravia Calderón,Gobernadora de Morelos,Sheinbaum,,bajo,3,,MG,"Gobernadora de Morelos desde 2024, Morena.",ClaroSports,https://www.clarosports.com/actualidad/quienes-son-los-gobernadores-de-mexico-lista-completa-por-estado-y-partido-para-2025/,2026-08-31,,,,,,,,,,,
miguel_angel_navarro,Miguel Ángel Navarro Quintero,Gobernador de Nayarit,Sheinbaum,,bajo,3,,MN,"Gobernador de Nayarit desde 2021, Morena.",Wikipedia,https://en.wikipedia.org/wiki/Governor_of_Nayarit,2026-08-31,,,,,,,,,,,
salomon_jara,Salomón Jara Cruz,Gobernador de Oaxaca,Sheinbaum,,bajo,4,,SJ,"Gobernador de Oaxaca desde 2022, Morena.",ClaroSports,https://www.clarosports.com/actualidad/quienes-son-los-gobernadores-de-mexico-lista-completa-por-estado-y-partido-para-2025/,2026-08-31,,,,,,,,,,,
alejandro_armenta,Alejandro Armenta Mier,Gobernador de Puebla,Sheinbaum,,bajo,4,,AA,"Gobernador de Puebla desde diciembre de 2024, Morena. Sucedió a Sergio Salomón Céspedes tras concluir su periodo como gobernador sustituto.",Politipedia,https://intoleranciadiario.com/data/sergio-salomon/,2026-08-31,,,,,,,,,,,
mara_lezama,María Elena Hermelinda Lezama Espinosa ('Mara Lezama'),Gobernadora de Quintana Roo,Sheinbaum,,bajo,4,,ML,"Gobernadora de Quintana Roo desde 2022, Morena. Primera mujer en gobernar el estado.",ClaroSports,https://www.clarosports.com/actualidad/quienes-son-los-gobernadores-de-mexico-lista-completa-por-estado-y-partido-para-2025/,2026-08-31,,,,,,,,,,,
javier_may,Javier May Rodríguez,Gobernador de Tabasco,Sheinbaum,,bajo,3,,JV,"Gobernador de Tabasco desde 2024, Morena. Exdirector del Bienestar federal.",ClaroSports,https://www.clarosports.com/actualidad/quienes-son-los-gobernadores-de-mexico-lista-completa-por-estado-y-partido-para-2025/,2026-08-31,,,,,,,,,,,
americo_villarreal,Américo Villarreal Anaya,Gobernador de Tamaulipas,Sheinbaum,,bajo,4,,AV,"Gobernador de Tamaulipas desde 2022, Morena. Médico de profesión.",ClaroSports,https://www.clarosports.com/actualidad/quienes-son-los-gobernadores-de-mexico-lista-completa-por-estado-y-partido-para-2025/,2026-08-31,,,,,,,,,,,
lorena_cuellar,Lorena Cuéllar Cisneros,Gobernadora de Tlaxcala,Sheinbaum,,bajo,3,,LC,"Gobernadora de Tlaxcala desde 2021, Morena.",ClaroSports,https://www.clarosports.com/actualidad/quienes-son-los-gobernadores-de-mexico-lista-completa-por-estado-y-partido-para-2025/,2026-08-31,,,,,,,,,,,
david_monreal_avila,David Monreal Ávila,Gobernador de Zacatecas,Sheinbaum,,alto,4,,DM,"Gobernador de Zacatecas desde 2021, Morena. Estado con severos problemas de seguridad; su gobierno ha sido el peor evaluado entre los gobernadores de Morena en encuestas recientes (2026).",Campaigns and Elections México,https://ceonline.com.mx/post/74-ranking-de-gobernadores-capacidad-2026-05/,2026-08-31,,,,,,,,,,,
